PROD_NA/INDUSE,A01,A02,A03,B,C10-12,C13-15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31_32,C33,D,E36,E37-39,F,G45,G46,G47,H49,H50,H51,H52,H53,I,J58,J59_60,J61,J62_63,K64,K65,K66,L,M69_70,M71,M72,M73,M74_75,N77,N78,N79,N80-82,O,P,Q86,Q87_88,R90-92,R93,S94,S95,S96,T,U,TOTAL,P3_S14,P3_S15,P3_S13,P3,P51G,P53,P52,P5M,P5,P6_B0,P6_U2,P6_U3,P6_D0,P6,TFU,TU
J62_63,0.7,0.1,0.1,0.5,10,1.1,0.3,2.6,0.4,2.6,1.3,0.1,4.6,1.5,11.9,1.9,3.4,5.4,4.7,77.5,0.6,1.4,4,37.5,3.2,3,19.3,7.5,68.2,68.1,13.8,0.1,0.1,3.2,5.2,0.6,22.7,16.2,25.7,311.9,33.4,10.2,2.7,13.8,15.2,0.8,0.7,15.9,0.7,2.2,1,5.2,4.7,69.1,4.5,4.9,1.1,1,1,2.5,0.2,0,0,0,933.7,0,0,43.6,43.6,1095.7,0,0,0,1095.7,200.6,,,61.8,262.4,1401.7,2335.4
K64,11.9,0.7,0.2,2.9,22,4.4,3.9,4.4,1.1,0.7,16.3,0.1,13.1,7.4,9.2,12.6,4.6,7.5,7,15.3,4.9,2.7,3.5,14.1,2.3,4.4,37.1,15.5,101.1,93.5,24.5,0,2.2,12.7,4.2,44.2,1.2,1.7,7,28.8,643.6,30.5,66.6,214.7,12.3,1.7,1.7,27.5,6,3.4,0.1,8.3,16.3,52.6,5.7,16.2,3.1,1.1,1.6,6.9,0.1,2.8,0,0,1673.4,1017.7,0,0,1017.7,0,0,0,0,0,195.2,,,7.9,203,1220.7,2894.1
K65,2.5,0.2,0,0.1,2.1,0.3,0.5,0.4,0.1,0.3,0.2,0.1,1.1,0.8,1.2,1.1,0.9,1,0.9,2.5,0.3,0.3,0.8,3.3,1.4,0.9,4.6,0.4,5.8,2.9,4.2,0,0,1.1,0.1,0.6,0.3,0.3,0.9,8,0,204.6,75.3,8.1,0.3,0.2,0.5,0.6,0,3.3,0.1,6.6,0.3,4.3,1.4,0.8,0.5,0.4,0.5,1.9,0,0,0,0,362.2,690.4,0.1,0,690.5,0,0,0,0,0,22.3,,,6.1,28.4,718.9,1081.1
K66,0.4,0,0,0,0.3,0,0,0.1,0.3,0,0,0,0.8,0.6,0.9,0.9,0.1,0.4,0.1,0.5,0,0,0,0.4,0,0.1,0.4,0,2.6,1.4,0.2,0,0,0,0,0,0.1,0,0.6,0.3,32.9,313.7,132.2,1.1,0.3,0,0.1,0.5,0.2,0.4,0.1,1,3.5,2.5,0.1,0.5,0.1,0.1,0.1,0.1,0,0,0,0,500.8,178.2,0,1.3,179.5,0,0,0,0,0,2.9,,,0.9,3.8,183.3,684.1
L,58.5,20.6,0.4,4.2,30.8,26.6,3.9,3.5,2.4,1.4,14,2.9,25.8,2.4,8.7,39,23.8,14.7,32.3,83.4,3.7,16.7,16,24.7,28.3,17.2,120.5,48.1,239.9,329.4,507.2,0.2,0,19.7,3.9,82.7,13.1,14.4,73.1,97.9,29.7,15.9,7.1,383.1,78.6,18.9,3.2,57.3,14.2,11.2,5.9,7.1,37.9,47.9,29.5,73,11.4,19.6,13.4,13.4,1.5,18.2,0,0,2953.9,4298.9,87,12.2,4398.1,0,0,0,0,0,0,0,0,0,0,4398.2,7352
M69_70,17.9,1.6,0.3,4.6,50.9,15.1,10.6,24.6,2.3,2,21.1,43.4,42.3,24.6,35.5,30.1,46.6,33.4,25.1,212.9,4.7,8.7,15.5,104.9,2.8,11.7,60.4,50.3,201.8,206.8,22.6,0.1,1.5,19.3,0.8,21.3,9.1,6.1,32.2,104,23.8,8.8,11.7,90.5,319.6,4.1,5.8,35.4,31.9,14.2,5.7,12.5,17.5,109,13.4,30.4,7.7,2.8,3.1,11.1,3.5,4.9,0,0,2296.4,89.7,0,9.7,99.4,0,0,0,0,0,165.1,,,50.5,215.6,315,2611.4
M71,0.9,0.8,0.1,8.6,3,1.9,0.5,5.3,0,3.8,4.2,0.7,5.6,2.7,3.6,3.7,49.4,11,54.5,179.7,2.7,2.2,11.7,50.7,7.1,8.1,109,0.9,88.3,75.2,11.3,0,0,20.7,0.1,0.1,1.1,4,26.9,31,0.2,0.2,0.5,86.1,11.6,293.8,1.7,12.4,72.9,0.9,0.2,0,6.5,56.8,1.7,3.1,0.4,0.6,0.3,0.6,0.8,0.1,0,0,1342.7,69.2,0,46.1,115.3,0.1,0,0,0,0.1,43.1,,,12.7,55.8,171.2,1513.9
M72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0,112.8,112.8,402.8,0,0,0,402.8,35.4,,,10.9,46.3,561.9,569.6
M73,2.4,0.1,0.1,1.3,80.4,5,1,7.5,0.3,3.1,2.7,2.3,8,4.9,9.9,2.6,68.6,6.9,7.9,8.3,1.9,2.8,8.7,6.2,0.2,1.4,16.2,43.5,173.4,133.3,5.4,0.2,0,1.6,4.2,13.8,11.7,16,63.7,25.8,25.7,11.1,5.2,32.2,23.7,1.2,0.2,498.4,3.1,8.3,1.1,6,21.5,10.1,2.5,6.5,3.9,15.3,5.4,5.8,0.8,0.8,0,0,1441.7,0,0,0,0,0,0,0,0,0,41,,,12.6,53.7,53.7,1495.3
M74_75,3,0.1,0,0,0.8,1.5,0,0.7,0.1,0,0.8,0.8,2.5,0.3,4.3,1.9,2.2,5.4,1.8,8.7,0.1,0.5,1.9,282.7,0,2.5,3,1.1,9.7,5.3,0.6,0.1,0,1.6,0,0.1,8,2,4.5,1.2,0.5,0.1,0.3,0.4,85.2,1.1,5.1,3.8,4.9,6,0,0,1,37.9,2,0.2,5.6,0.9,0.7,3.1,0,0,0,0,518.1,89.3,0,17.1,106.3,0.3,0,0,0,0.3,158,,,48.4,206.4,313.1,831.2
N77,10.4,0.2,0.2,12.1,30.2,4,4.1,4.1,1.5,0.8,7.1,0.6,15.7,5.9,11.8,8.6,81.2,9.3,11.8,90.2,0.6,2.2,5.3,16.9,3.2,7.2,51,12.3,45.7,54,75.7,0.1,3.3,4.9,0.9,2.5,3.7,7.5,25.5,17.1,8.4,0.3,0.7,11.4,34.7,0,2.5,13.4,1.7,28.5,0.6,1.9,8.1,6,5,21.6,0.2,20.8,9.9,0.7,0.1,0.5,0,0,826.3,39.7,0,0,39.7,0,0,0,0,0,31.8,,,9.8,41.6,81.3,907.7
N78,0.4,0,0,0.2,14.8,1.9,0.2,0.5,1.5,0.1,0.2,0.1,9.2,2.2,4.1,3.9,35.1,4.7,11.5,92.1,0.1,2.4,0.5,0.1,0,0.1,6.1,1.3,6.5,4.4,24.9,0,0.2,5,0.2,0.5,0.6,0.3,16.5,3.6,0.3,0.2,0.2,4.9,1.1,0.4,0.2,1.1,1.2,2.3,11.8,0,6.5,5.6,0.6,0,0.5,0.2,0.1,0.7,0,0.9,0,0,294.6,0,0,0,0,0,0,0,0,0,0,,,0,0,0,294.6
N79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0,2.2,0,0.6,0,0,0,0,0,0,0.1,0,0.6,0,0.1,0.4,0,0,0,81,0,1.2,0.2,0,0.1,0,0,0.1,0,0,0,0,87.4,377.2,0,0.2,377.4,0,0,0,0,0,15.5,,,0,15.5,393,480.3
N80-82,6,0.8,0.1,5.1,21.8,6.1,2.8,3.9,0.7,1.9,10.7,4.7,15.7,7.8,23.7,6.3,21.4,12.2,8.6,72,0.6,2.7,4,46.3,3.9,3.7,30.2,29.8,72.6,83.9,22.3,0.1,0.2,21.3,8.4,8.5,1.8,5.6,18.5,15.7,22.5,4.3,2.4,32.4,37.1,1.2,6.2,21.7,5.3,5.1,1.1,73.6,73.6,94.6,10.8,46.4,4.1,12.5,12.5,7.1,0.3,1.9,0,0,1088.6,119.7,0,28.6,148.3,0.1,0,0,0,0.1,0.2,,,0,0.2,148.6,1237.2
O,0.4,0.1,0,0,0.6,0.4,0,0.2,0.1,0.9,0.2,0,0.6,0.5,0,0.4,0.6,0.1,0.5,2.4,0.1,0.1,0.1,0.3,0,1.9,0.9,0.1,1.9,3.9,4.6,0,0,0.1,0,0.2,0,5.5,0,0.6,0.1,0.6,0.9,0.6,0,0.3,0.7,0.9,0.1,0,0,0.7,0.7,158.8,2.9,1.5,0.6,4,0.6,2,0,0,0,0,204.2,36,0,6230.8,6266.8,33.2,0,0,0,33.2,6.5,,,2,8.5,6308.4,6512.6
P,0.1,0.1,0,0.2,1.1,0.2,0.4,0.4,0,0.2,0.2,0.2,0.7,0.4,1.4,0.5,0.6,0.3,0.7,6.8,0.1,0.1,0.4,0.7,0.2,0.1,0.8,3.6,3.5,4.3,0.8,0,0,0.6,0.1,0.9,0.2,1.5,0.8,4.4,1.7,0.7,0.2,0.3,3.7,0.3,1.7,1.6,0.2,0.4,0.1,0,0.5,26.3,40.8,0.7,6.4,0.4,5.1,11.1,0.1,0.1,0,0,139.5,477.2,181.2,2054.2,2712.6,6.7,0,0,0,6.7,7.4,,,1.3,8.7,2728,2867.6
Q86,0.1,0,0,0,0.2,0,0.1,0,0,0,0,0,0.4,0.1,0.1,0,0.2,0,0.5,0.2,0,0.4,0,0,0,0,0.1,0,0.2,0.6,0.5,0,0.1,0.2,0,5.6,0,0.1,0,0.3,0,0,0,0.1,0.1,0,0.1,1,0,0,0,0,0.1,0.6,0.1,43.4,0.5,0,0.4,2.4,0,0,0,0,58.9,512.1,63.2,1971.3,2546.6,0,0,0,0,0,56.1,,,1.1,57.3,2603.8,2662.7
Q87_88,2.4,0.9,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0.2,0,0,0,0,0,0,0,0.7,0,0,0.2,0,0,0,0,2.6,0.5,26.8,14.5,0,0,7.9,0,0,0,0,61,127.4,66,238.1,431.6,0.4,0,0,0,0.4,1.9,,,0,1.9,433.8,494.8
R90-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,0,0.2,0,0,0,0,0.2,0,0,0,0,0.1,0,0.1,0,0,0.4,0,0.5,0.3,0.8,0,0,0.1,0,0,0,0.3,0,0,0.2,0,2.6,0,0,0,1.4,0.4,0.1,0.4,123.2,0.7,0.8,0,0,0,0,141.7,947.8,1.6,221,1170.3,4.8,23.2,0,23.2,28,11.3,,,0.3,11.6,1210,1351.6
R93,0.3,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0.4,0,0.4,0,0,0,0,0.1,0,0,0,0,1,0,0.3,0,0,0.3,20.1,0.8,0.3,0.9,1.3,20.7,1.5,0,0,0,0,48.8,156.4,63.5,20.7,240.6,0.1,0,0,0,0.1,32.2,,,8.9,41,281.7,330.5
S94,0.2,0.1,0,0,1,0.2,0,0.1,0.2,0,0,0,0,0.5,0.2,0.2,0.1,0.1,0.5,0,0,0.1,0,1,0,0,1,0.7,0.9,0.9,0.5,0,0,0.1,0,0.1,0.1,0.2,0.2,1.2,0.1,0.1,0,0.2,0.1,0,0,0.8,0,0,0,0,0.1,0.8,0.2,6.8,0.1,0.1,0.6,3.1,0,0,0,0,23.2,0,236.8,0.8,237.6,0,0,0,0,0,0,,,0,0,237.6,260.8
S95,0,0,0,0,0.1,0,0,0,0,0,0.3,0,0,0,0.1,0.1,0.2,0.2,0,0.1,0.1,0.1,0.7,0.1,0,0,3.6,0.1,2.3,2.2,0.4,0,0,0.5,0.3,1.9,0,1.2,12,1.1,0.5,0,0,0.4,1.2,0.2,0.7,0.1,0.1,0.1,0,0,0.2,14.6,2.2,2.7,1,0.7,0,1.5,0,0,0,0,54.1,125.3,0,0,125.3,0,0,0,0,0,1.2,,,0,1.2,126.5,180.6
S96,1.1,0.3,0,0.5,4.4,1.1,0.1,0.2,0.2,2.6,0.4,0.1,1.7,1.2,0.5,1.3,0.4,0.9,2.6,1.2,0,0.2,0.1,6.3,0.6,1.1,0.3,0.3,2.2,1.9,8.2,0,0,0.3,0,9.5,0.1,0.9,0,0.3,0,0.7,0.3,4.5,4.5,0.2,1.1,0.3,0.1,2.2,0.2,1.6,6.3,1.1,6.4,20.9,1,0.3,0.4,1.7,0,14.7,0,0,121.2,280.4,0,2,282.4,0,0,0,0,0,110.4,,,0,110.4,392.8,514
T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
TOTAL,1433.3,484,7.1,251.8,2690.7,601.3,894.2,888.2,175.1,3024,1603.3,149.1,1961.9,972.8,3331.5,2491.7,5987.2,1819.8,1995.2,11147.9,348.3,720.8,858.4,8165.5,149,287.9,8121.7,638.2,3159.2,2282.5,3271.2,24,35.2,1862.3,227.1,701.6,313.9,239.6,983.7,858.9,917,636.2,325.8,2244,892.8,601.4,156.9,915.1,309.3,315.5,61.4,386,509.6,1714.3,605.7,1020.4,179.4,287.4,171.2,198.9,76.7,120,0,0,87804.2,34729.4,699.3,12711.2,48139.8,14641.2,23.2,1279.1,1302.3,15943.5,42304.8,,,8796.7,51101.5,115184.8,202989
P2_ADJ,1458.3,490.4,7.4,254.6,2696.9,604.1,908.1,888.6,176,3203.4,1720.6,149.6,1961.2,979,3362.1,2512.3,6012.5,1825.1,2000.6,11170,349.9,724.7,868.1,8249.8,149.9,303.1,8229.6,650.9,3206.1,2320.8,3461.6,27.6,39.4,1856.3,227.7,730.2,315.9,251.9,985.3,868,951.5,646.4,329.6,2301.6,901.9,608.1,168.5,922.3,315.8,322.8,61.7,388.9,517.3,1953.7,672.7,1044.1,198.3,299.1,181.8,221.1,79.1,123.2,0,0,89407.2,38353.5,699.3,12876.7,51929.5,14909.9,23.2,1294.6,1317.8,16227.7,42561.8,,,8843.8,51405.5,119562.7,208969.9
D1,349.9,133.2,5.1,139.4,551.3,327.5,198.3,126.5,63.8,74,133.2,35.2,366.6,244.9,439.4,516.7,277.9,382,516.1,701.1,83.8,228.4,311.2,426.8,102.7,192.1,1411.6,296.8,1584.1,1476.9,1029.8,16.1,14.6,409.6,190,485.2,100.5,68.6,312.4,561.1,589.9,164.2,70,391.8,632.9,191.5,272.9,292.6,117.3,71.3,200.4,25.6,452.3,2897.3,1822.2,1166.7,267.8,174.8,59.7,71.9,34.3,61.2,0,0,24912.5,,,,,,,,,,,,,,,,
D11,267,98.9,4.2,108.3,430.8,253.2,150.5,100.6,49.7,56.4,97.3,26.2,284.1,194,338.3,398,217.4,296.9,395.6,548.5,64.8,179.3,241.3,331.9,78.1,149.7,1104.1,225.8,1243.5,1158.3,800,13.3,12.1,309.8,141.2,379.6,80.8,54.7,248.1,443.4,462.2,127.9,54.3,302.7,519,158,208.7,241,97.9,55.9,165.3,20.2,365.6,2155.4,1359.3,904.2,199.3,134.1,48.2,56.1,26.2,45.9,0,0,19283,,,,,,,,,,,,,,,,
D29X39,-303.5,7.8,-0.6,3.5,-32,-2.2,1.9,1.6,0.7,4.1,8.2,11,5.1,9.3,10.3,8,0.5,2.5,6.2,7.6,1.6,-4.9,3.3,20.3,4.5,5.6,21.4,5.7,16.9,11.9,-395.4,0.7,0.1,37.6,3.4,3.1,0.7,9.9,6,1.9,24.6,1.5,1.1,32.3,5.4,2.1,3.9,3,1.7,9.3,-0.4,0.3,5.4,15.6,-0.1,-26.7,1.1,26.2,4.9,4.1,0.7,-0.4,0,0,-380.3,,,,,,,,,,,,,,,,
P51C,244.4,64,0.5,116.3,294.7,60,59,152.2,20.7,197,177.9,33.7,190.8,173.4,241.6,176.4,129,188.7,241,514.9,43.3,80.3,73,1333.5,176.1,130.5,161.1,57.4,265.2,247.5,454.4,19.3,16.1,389.6,77.6,74.2,61.2,127,761.3,85.8,428.3,69.9,6.2,2453.1,49,34,44.1,28.7,14.4,51.2,2.3,0.8,23.2,1708.1,270.6,165.9,16,36.1,17.8,9.9,4.1,2.7,0,0,13347,,,,,,,,,,,,,,,,
B2A3N,777,276.4,0.5,129.4,364.3,320.6,423.1,22.3,23,-70.4,88.8,73.4,159,94.3,300.1,1022.8,452.1,191.1,124.9,600.2,81.7,209.7,309.7,435.1,-113.2,98.3,3916.8,608.2,2084,1337.4,1275.8,-10.1,-3.7,-270,-4.2,259.3,112.2,-32.4,177.2,620.1,588.5,77.9,265.4,2172.9,816.9,371.7,63.9,189.7,250.2,309.6,30.6,56.7,238.9,-91.8,58.8,304.5,10.6,810.9,14.7,-46.2,61.2,323.9,0,0,23343.9,,,,,,,,,,,,,,,,
B2A3G,1021.4,340.4,1,245.7,659.1,380.6,482,174.4,43.7,126.7,266.7,107,349.8,267.7,541.7,1199.1,581.1,379.8,365.9,1115.1,124.9,290,382.7,1768.6,63,228.7,4077.9,665.6,2349.2,1584.9,1730.2,9.2,12.4,119.7,73.3,333.5,173.4,94.7,938.5,705.9,1016.8,147.9,271.6,4626,865.9,405.7,108,218.4,264.6,360.8,33,57.6,262.1,1616.3,329.4,470.4,26.6,846.9,32.5,-36.3,65.3,326.6,0,0,36690.9,,,,,,,,,,,,,,,,
B3G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1G,1067.8,481.3,5.6,388.7,1178.4,705.9,682.2,302.5,108.2,204.8,408.1,153.2,721.5,521.8,991.5,1723.8,859.5,764.3,888.1,1823.8,210.4,513.5,697.2,2215.7,170.1,426.4,5510.8,968.1,3950.1,3073.7,2364.5,26.1,27.1,566.9,266.7,821.8,274.6,173.1,1256.9,1268.9,1631.2,313.5,342.7,5050.1,1504.1,599.2,384.9,514,383.6,441.4,232.9,83.4,719.8,4529.3,2151.6,1610.5,295.5,1048,97.1,39.6,100.2,387.4,0,0,61223.1,,,,,,,,,,,,,,,,
P1,2526.1,971.7,13,643.2,3875.3,1310,1590.3,1191.1,284.2,3408.2,2128.7,302.8,2682.6,1500.8,4353.6,4236.1,6872,2589.4,2888.6,12993.8,560.3,1238.2,1565.3,10465.5,320.1,729.5,13740.4,1619,7156.2,5394.5,5826.2,53.7,66.5,2423.2,494.4,1552,590.5,425,2242.2,2136.9,2582.8,959.9,672.3,7351.7,2406,1207.2,553.4,1436.3,699.4,764.2,294.6,472.3,1237.1,6483,2824.3,2654.5,493.8,1347,278.9,260.8,179.3,510.6,0,0,150630.3,,,,,,,,,,,,,,,,
IMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D21X31,25.1,6.4,0.3,2.8,6.2,2.8,13.9,0.5,0.9,179.4,117.3,0.6,-0.7,6.2,30.6,20.6,25.3,5.3,5.4,22.1,1.7,3.9,9.7,84.2,0.9,15.2,107.9,12.6,47,38.3,190.5,3.6,4.2,-6,0.5,28.6,2.1,12.3,1.6,9.1,34.6,10.2,3.8,57.6,9.1,6.6,11.6,7.2,6.5,7.3,0.3,2.8,7.7,239.4,67,23.6,18.9,11.7,10.6,22.2,2.4,3.3,0,0,1603,3624.1,0,165.6,3789.6,268.7,0,15.5,15.5,284.2,257,,,47.1,304.1,4377.9,5980.9
P7_B0,565.7,25.7,4,764.6,2486.5,863.3,340.4,722.1,3.3,1170.3,2077.6,1197.2,1700.6,617.1,1573.1,1653.1,4352.4,2113,2670.3,5162.4,141.5,801.3,0,57.3,0,386.9,329.4,0,156.1,0,82.3,8.9,29.5,111.8,21.9,61,154.1,40.2,79.7,169,278.1,102.9,9.9,0,174.7,260.4,13.8,50.3,111.4,121.8,0,0,0,25.3,34.9,6.6,0,1.6,43.2,0,0,0,0,0,33928,,,,,,,,,,,,,,,,
P7_U2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7_U3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7_D0,247.2,9.5,0.3,4707.5,143.1,1035.1,34,39.6,0.7,78.5,419.5,260.2,280.3,101.8,435,394.2,4509.1,802.7,821.3,1392,104.6,303.7,0,3.2,0,10.4,57.6,0,27.3,0,14.4,1.6,5.2,19.5,3.8,10.7,18.4,11.2,13.9,29.5,33.2,18,1.7,0,30.5,45.4,2.4,8.8,19.5,21.3,0,0,0,4.3,6.1,1.1,0,0.2,7.5,0,0,0,0,0,16546.6,,,,,,,,,,,,,,,,
P7,812.9,35.2,4.3,5472.1,2629.5,1898.4,374.4,761.7,4,1248.8,2497.1,1457.5,1980.9,719,2008.1,2047.3,8861.5,2915.7,3491.6,6554.3,246.1,1105,0,60.5,0,397.4,386.9,0,183.4,0,96.7,10.5,34.6,131.3,25.8,71.6,172.5,51.5,93.6,198.6,311.2,120.9,11.6,0,205.2,305.8,16.3,59,130.9,143.1,0,0,0,29.6,41,7.8,0,1.8,50.7,0,0,0,0,0,50474.6,,,,,,,,,,,,,,,,
TS_BP,3339,1006.9,17.3,6115.4,6504.8,3208.3,1964.8,1952.8,288.1,4657,4625.8,1760.3,4663.5,2219.8,6361.7,6283.5,15733.5,5505.1,6380.2,19548.1,806.4,2343.2,1565.3,10526,320.1,1126.9,14127.3,1619,7339.6,5394.5,5922.8,64.2,101.1,2554.5,520.2,1623.6,763,476.5,2335.8,2335.4,2894,1080.8,683.9,7351.7,2611.2,1513,569.6,1495.3,830.3,907.3,294.6,472.3,1237.1,6512.6,2865.3,2662.3,493.8,1348.8,329.6,260.8,179.3,510.6,0,0,201104.9,,,,,,,,,,,,,,,,
